rpa;tipo_cod;tipo;cod_escola;escola;inep;rua;numero;cod_bairro;bairro;metragem;qtd_alunos;qtd_turmas;qtd_professores;escola_climatizada;data_visita;quadra_coberta;quadra_descoberta;biblioteca;sala_recurso;gestor;longitude;latitude
6;1;ESCOLA MUNICIPAL;103;VILA OPERARIA DO RECIFE;26120283;EMILIO MONTEIRO FONSECA;1530;230;IBURA;725,1;290;14;11;NÂO;;NÃO;NÃO;SIM;NÃO;MARIA DE FATIMA ALVES;-34.93632;-8.12417
6;1;ESCOLA MUNICIPAL;030;VILA SESAMO;26121158;VALE DO CARIRI;65;884;COHAB;852,7;662;23;21;NÂO;4/5/2017;NÃO;NÃO;SIM;NÃO;ANA PAULA DE ARAUJO CAVALCANTI DE BARROS;-34.95012;-8.13371
6;1;ESCOLA MUNICIPAL;434;14 BIS;26124173;ALMIRANTE NELSO FERNANDES;SN;205;BOA VIAGEM;850;307;16;14;NÂO;15/6/2017;NÃO;SIM;NÃO;SIM;MERCIA GRAZIELA DA SILVA;-34.90856;-8.13161
6;1;ESCOLA MUNICIPAL;133;27 DE NOVEMBRO;26154846;DOZE DE JUNHO;1120;884;COHAB;392,1;256;12;9;SIM;;NÃO;NÃO;NÃO;SIM;RENATA MICHELLE DA SILVA;-34.9537;-8.11157
6;2;CRECHE MUNICIPAL;994;ARITANA;26171643;MANOEL CAVALCANTI BEZERRA;37;264;IMBIRIBEIRA;181,8;54;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;NEUZA SANTOS DE OLIVEIRA VIEIRA;-34.90653;-8.10895
6;2;CRECHE MUNICIPAL;117;CRECHE CRISTO REI JORDAO ALTO;26190656;;200;221;JORDAO;;69;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;SUELEN KARLA RODRIGUES DA SILVA;-34.94521;-8.135648
6;2;CRECHE MUNICIPAL;989;CRECHE MUNICIPAL DO JORDAO BAIXO;26156695;SAO JOSE DA LAGE;19;230;IBURA;674;103;6;6;NÂO;;NÃO;NÃO;SIM;NÃO;BRENIO ALVES DA SILVA;-34.94123;-8.12696
6;2;CRECHE MUNICIPAL;546;PADRE LOURENCO;26153467;CONDE PEREIRA CARNEIRO;172;264;IMBIRIBEIRA;380,4;90;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA DA CONCEICAO SILVA DE BRITO;-34.91042;-8.10834
6;2;CRECHE MUNICIPAL;543;SENADOR PAULO GUERRA;26153440;ENGENHO CANTO ALEGRE;S/N;264;IMBIRIBEIRA;644,6;161;9;9;NÂO;;NÃO;NÃO;NÃO;NÃO;LINDINALVA VASCONCELOS DOS SANTOS;-34.90497;-8.08849
6;2;CRECHE MUNICIPAL;978;SITIO GRANDE;26170728;PADRE CARLOS LEONCIO;123;264;IMBIRIBEIRA;370,1;83;7;7;NÂO;27/4/2017;NÃO;NÃO;SIM;NÃO;ADRIANA BEZERRA DA SILVA;-34.91494;-8.0985
6;2;CRECHE MUNICIPAL;708;SONHO DE CRIANCA;26171678;TEOTONIO DE MELO FILHO;218;230;IBURA;371,4;92;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ADMILSON SOARES DE BARROS;-34.93519;-8.11299
6;2;CRECHE MUNICIPAL;544;SONHO DO POVO;26153068;CORDILHEIRA;S/N;884;COHAB;280,8;76;4;4;SIM;;NÃO;NÃO;NÃO;NÃO;ANA PAULA ACIOLI PIMENTEL;-34.9455;-8.11908
6;2;CRECHE MUNICIPAL;387;VILA DOS MILAGRES;26177820;SAO MIGUEL;14;884;COHAB;108,2;40;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;EVELLYN CHRISLAINE DE SOUZA ALBUQUERQUE;-34.94544;-8.11512
6;2;CRECHE MUNICIPAL;432;ZILDA ARNS;26180685;ANTONIO PAES BARRETO;S/N;264;IMBIRIBEIRA;302;43;3;3;NÂO;;NÃO;NÃO;SIM;NÃO;FLAVIA THAIS DOS SANTOS;-34.90531;-8.11498
6;2;CRECHE MUNICIPAL;450;08 DE MARCO;26183277;ENGENHO BULHOES;S/N;230;IBURA;850;147;7;7;NÂO;22/2/2017;NÃO;NÃO;SIM;NÃO;SANDRA CARLA PEREIRA DAS CHAGAS;-34.93716;-8.11513
6;5;CMEI;418;BERNARD VAN DER LEER;26124165;FRANCISCO VALPASSOS;SN;256;BRASILIA TEIMOSA;1480,1;396;19;14;NÂO;;NÃO;NÃO;SIM;NÃO;MERCEDES SILVEIRA VASCONCELOS DIAS;-34.88316;-8.08532
6;5;CMEI;542;BRASILIA TEIMOSA;26153122;DELFIM;55;256;BRASILIA TEIMOSA;727,7;123;7;6;NÂO;;NÃO;NÃO;NÃO;NÃO;CRISTIANE MERCIA ROSA DE VASCONCELOS;-34.87819;-8.08036
6;5;CMEI;530;CMEI NOVO PINA;26157551;EURICO VITRUVIO;S/N;248;PINA;;108;7;6;NÂO;;NÃO;NÃO;NÃO;NÃO;GRACIETE CASTELLO BRANCO AUSTREGESILO SILVA;-34.88776;-8.09147
6;5;CMEI;403;ESTRELA DA MANHA;26212609;DANCING DAYS;135;264;IMBIRIBEIRA;331,6;79;5;4;NÂO;27/4/2017;NÃO;NÃO;SIM;NÃO;MARIZELIA ALVES DE ARRUDA;-34.92217;-8.1027
6;5;CMEI;545;JESUS DE NAZARE;26153270;ANGATUBA;S/N;230;IBURA;169;106;6;6;NÂO;;NÃO;NÃO;SIM;NÃO;JOSEFA MARIA SILVA DE SOUZA;-34.94224;-8.12921
6;8;CRECHE ESC.RECIFE;990;CRECHE ESCOLA RECIFE DO IBURA;26156610;EXPEDICIONARIO FRANCISCO VITORIANO;S/N;884;COHAB;1200;245;13;10;NÂO;;NÃO;NÃO;NÃO;NÃO;ADJANETE LOPES DOS SANTOS;-34.9493;-8.13415
6;8;CRECHE ESC.RECIFE;455;GOVERNADOR EDUARDO CAMPOS;26185679;VALE DO CARIRI;S/N;884;COHAB;;159;8;7;NÂO;4/5/2017;NÃO;NÃO;SIM;NÃO;VALERIA ALVARENGA TAUMATURGO SILVA;-34.9486;-8.13199
6;8;CRECHE ESC.RECIFE;496;JOSE DE SOUZA FERRAZ;26190567;RUA JACUNDA;573;213;IPSEP;;197;10;7;NÂO;;NÃO;NÃO;NÃO;NÃO;BIANCA CHAVES CABRAL;-34.92147;-8.10936
6;8;CRECHE ESC.RECIFE;129;SALETE MATIAS BORGES;26191687;;S/N;264;IMBIRIBEIRA;;44;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;MAPHI VASCONCELOS VANDERLEI;;-79.048
